     #Energy       W_all      Mo_all      Ru_all      Hf_all
   -74.17617     0.00000     0.00000     0.00000     0.00000
   -74.16517   183.92955     0.00908     0.00085     0.00000
   -74.15417     0.00000     0.00000     0.00000     0.00000
   -74.14317   183.95072     0.00808     0.00113     0.00001
   -74.13217     0.00000     0.00000     0.00000     0.00000
   -74.12217     0.00000     0.00000     0.00000     0.00000
   -74.11117     0.00000     0.00000     0.00000     0.00000
   -74.10017     0.00000     0.00000     0.00000     0.00000
   -74.08917     0.00000     0.00000     0.00000     0.00000
   -74.07817     0.00000     0.00000     0.00000     0.00000
   -74.06717     0.00000     0.00000     0.00000     0.00000
   -74.05617     0.00000     0.00000     0.00000     0.00000
   -74.04617     0.00000     0.00000     0.00000     0.00000
   -74.03517   183.93228     0.00312     0.00137     0.00142
   -74.02417     0.00000     0.00000     0.00000     0.00000
   -74.01317     0.00000     0.00000     0.00000     0.00000
   -74.00217     0.00000     0.00000     0.00000     0.00000
   -73.99117   183.99816     0.00565     0.00002     0.00019
   -73.98117   183.96397     0.00325     0.00109     0.00145
   -73.97017     0.00000     0.00000     0.00000     0.00000
   -73.95917     0.00000     0.00000     0.00000     0.00000
   -73.94817     0.00000     0.00000     0.00000     0.00000
   -73.93717   184.03555     0.00485     0.00095     0.00311
   -73.92617   183.94065     0.00642     0.00003     0.00113
   -73.91617   183.99882     0.00546     0.00004     0.00137
   -73.90517     0.00000     0.00000     0.00000     0.00000
   -73.89417     0.00000     0.00000     0.00000     0.00000
   -73.88317     0.00000     0.00000     0.00000     0.00000
   -73.87217     0.00000     0.00000     0.00000     0.00000
   -73.86117     0.00000     0.00000     0.00000     0.00000
   -73.85017   184.01169     0.00339     0.00092     0.00252
   -73.84017     0.00000     0.00000     0.00000     0.00000
   -73.82917     0.00000     0.00000     0.00000     0.00000
   -73.81817     0.00000     0.00000     0.00000     0.00000
   -73.80717   184.00316     0.00267     0.00108     0.00240
   -73.79617   184.04401     0.00161     0.00011     0.00170
   -73.78517     0.00000     0.00000     0.00000     0.00000
   -73.77517     0.00000     0.00000     0.00000     0.00000
   -73.76417     0.00000     0.00000     0.00000     0.00000
   -73.75317     0.00000     0.00000     0.00000     0.00000
   -73.74217     0.00000     0.00000     0.00000     0.00000
   -73.73117     0.00000     0.00000     0.00000     0.00000
   -73.72017     0.00000     0.00000     0.00000     0.00000
   -73.70917     0.00000     0.00000     0.00000     0.00000
   -73.69917     0.00000     0.00000     0.00000     0.00000
   -73.68817     0.00000     0.00000     0.00000     0.00000
   -73.67717     0.00000     0.00000     0.00000     0.00000
   -73.66617     0.00000     0.00000     0.00000     0.00000
   -73.65517     0.00000     0.00000     0.00000     0.00000
   -73.64417     0.00000     0.00000     0.00000     0.00000
   -73.63417     0.00000     0.00000     0.00000     0.00000
   -73.62317     0.00000     0.00000     0.00000     0.00000
   -73.61217     0.00000     0.00000     0.00000     0.00000
   -73.60117     0.00000     0.00000     0.00000     0.00000
   -73.59017     0.00000     0.00000     0.00000     0.00000
   -73.57917     0.00000     0.00000     0.00000     0.00000
   -73.56817     0.00000     0.00000     0.00000     0.00000
   -73.55817     0.00000     0.00000     0.00000     0.00000
   -73.54717     0.00000     0.00000     0.00000     0.00000
   -73.53617     0.00000     0.00000     0.00000     0.00000
   -73.52517     0.00000     0.00000     0.00000     0.00000
   -73.51417     0.00000     0.00000     0.00000     0.00000
   -73.50317     0.00000     0.00000     0.00000     0.00000
   -73.49317     0.00000     0.00000     0.00000     0.00000
   -73.48217     0.00000     0.00000     0.00000     0.00000
   -73.47117     0.00000     0.00000     0.00000     0.00000
   -73.46017     0.00000     0.00000     0.00000     0.00000
   -73.44917     0.00000     0.00000     0.00000     0.00000
   -73.43817     0.00000     0.00000     0.00000     0.00000
   -73.42817     0.00000     0.00000     0.00000     0.00000
   -73.41717     0.00000     0.00000     0.00000     0.00000
   -73.40617     0.00000     0.00000     0.00000     0.00000
   -73.39517     0.00000     0.00000     0.00000     0.00000
   -73.38417     0.00000     0.00000     0.00000     0.00000
   -73.37317     0.00000     0.00000     0.00000     0.00000
   -73.36217     0.00000     0.00000     0.00000     0.00000
   -73.35217     0.00000     0.00000     0.00000     0.00000
   -73.34117     0.00000     0.00000     0.00000     0.00000
   -73.33017     0.00000     0.00000     0.00000     0.00000
   -73.31917     0.00000     0.00000     0.00000     0.00000
   -73.30817     0.00000     0.00000     0.00000     0.00000
   -73.29717     0.00000     0.00000     0.00000     0.00000
   -73.28717     0.00000     0.00000     0.00000     0.00000
   -73.27617     0.00000     0.00000     0.00000     0.00000
   -73.26517     0.00000     0.00000     0.00000     0.00000
   -73.25417     0.00000     0.00000     0.00000     0.00000
   -73.24317     0.00000     0.00000     0.00000     0.00000
   -73.23217     0.00000     0.00000     0.00000     0.00000
   -73.22117     0.00000     0.00000     0.00000     0.00000
   -73.21117     0.00000     0.00000     0.00000     0.00000
   -73.20017     0.00000     0.00000     0.00000     0.00000
   -73.18917     0.00000     0.00000     0.00000     0.00000
   -73.17817     0.00000     0.00000     0.00000     0.00000
   -73.16717     0.00000     0.00000     0.00000     0.00000
   -73.15617     0.00000     0.00000     0.00000     0.00000
   -73.14617     0.00000     0.00000     0.00000     0.00000
   -73.13517     0.00000     0.00000     0.00000     0.00000
   -73.12417     0.00000     0.00000     0.00000     0.00000
   -73.11317     0.00000     0.00000     0.00000     0.00000
   -73.10217     0.00000     0.00000     0.00000     0.00000
   -73.09117     0.00000     0.00000     0.00000     0.00000
   -73.08017     0.00000     0.00000     0.00000     0.00000
   -73.07017     0.00000     0.00000     0.00000     0.00000
   -73.05917     0.00000     0.00000     0.00000     0.00000
   -73.04817     0.00000     0.00000     0.00000     0.00000
   -73.03717     0.00000     0.00000     0.00000     0.00000
   -73.02617     0.00000     0.00000     0.00000     0.00000
   -73.01517     0.00000     0.00000     0.00000     0.00000
   -73.00517     0.00000     0.00000     0.00000     0.00000
   -72.99417     0.00000     0.00000     0.00000     0.00000
   -72.98317     0.00000     0.00000     0.00000     0.00000
   -72.97217     0.00000     0.00000     0.00000     0.00000
   -72.96117     0.00000     0.00000     0.00000     0.00000
   -72.95017     0.00000     0.00000     0.00000     0.00000
   -72.94017     0.00000     0.00000     0.00000     0.00000
   -72.92917     0.00000     0.00000     0.00000     0.00000
   -72.91817     0.00000     0.00000     0.00000     0.00000
   -72.90717     0.00000     0.00000     0.00000     0.00000
   -72.89617     0.00000     0.00000     0.00000     0.00000
   -72.88517     0.00000     0.00000     0.00000     0.00000
   -72.87417     0.00000     0.00000     0.00000     0.00000
   -72.86417     0.00000     0.00000     0.00000     0.00000
   -72.85317     0.00000     0.00000     0.00000     0.00000
   -72.84217     0.00000     0.00000     0.00000     0.00000
   -72.83117     0.00000     0.00000     0.00000     0.00000
   -72.82017     0.00000     0.00000     0.00000     0.00000
   -72.80917     0.00000     0.00000     0.00000     0.00000
   -72.79917     0.00000     0.00000     0.00000     0.00000
   -72.78817     0.00000     0.00000     0.00000     0.00000
   -72.77717     0.00000     0.00000     0.00000     0.00000
   -72.76617     0.00000     0.00000     0.00000     0.00000
   -72.75517     0.00000     0.00000     0.00000     0.00000
   -72.74417     0.00000     0.00000     0.00000     0.00000
   -72.73317     0.00000     0.00000     0.00000     0.00000
   -72.72317     0.00000     0.00000     0.00000     0.00000
   -72.71217     0.00000     0.00000     0.00000     0.00000
   -72.70117     0.00000     0.00000     0.00000     0.00000
   -72.69017     0.00000     0.00000     0.00000     0.00000
   -72.67917     0.00000     0.00000     0.00000     0.00000
   -72.66817     0.00000     0.00000     0.00000     0.00000
   -72.65817     0.00000     0.00000     0.00000     0.00000
   -72.64717     0.00000     0.00000     0.00000     0.00000
