     #Energy       W_all      Mo_all      Os_all      Zr_all
   -72.78821     0.00000     0.00000     0.00000     0.00000
   -72.77721     0.00000     0.00000     0.00000     0.00000
   -72.76621     0.00000     0.00000     0.00000     0.00000
   -72.75621     0.00000     0.00000     0.00000     0.00000
   -72.74521     0.00000     0.00000     0.00000     0.00000
   -72.73421     0.00000     0.00000     0.00000     0.00000
   -72.72321     0.00000     0.00000     0.00000     0.00000
   -72.71221     0.00000     0.00000     0.00000     0.00000
   -72.70121     0.00000     0.00000     0.00000     0.00000
   -72.69021     0.00000     0.00000     0.00000     0.00000
   -72.67921     0.00000     0.00000     0.00000     0.00000
   -72.66821     0.00000     0.00000     0.00000     0.00000
   -72.65721     0.00000     0.00000     0.00000     0.00000
   -72.64621     0.00000     0.00000     0.00000     0.00000
   -72.63621     0.00000     0.00000     0.00000     0.00000
   -72.62521     0.00000     0.00000     0.00000     0.00000
   -72.61421     0.00000     0.00000     0.00000     0.00000
   -72.60321     0.00000     0.00000     0.00000     0.00000
