     #Energy       W_all      Mo_all      Ru_all
   -71.86192     0.00000     0.00000     0.00000
   -71.85092     0.00000     0.00000     0.00000
   -71.83992     0.00000     0.00000     0.00000
   -71.82892     0.00000     0.00000     0.00000
   -71.81792     0.00000     0.00000     0.00000
   -71.80592     0.00000     0.00000     0.00000
   -71.79492     0.00000     0.00000     0.00000
   -71.78392     0.00000     0.00000     0.00000
   -71.77292     0.00000     0.00000     0.00000
   -71.76192     0.00000     0.00000     0.00000
   -71.75092     0.00000     0.00000     0.00000
   -71.73992     0.00000     0.00000     0.00000
   -71.72892     0.00000     0.00000     0.00000
   -71.71792     0.00000     0.00000     0.00000
   -71.70692     0.00000     0.00000     0.00000
   -71.69592     0.00000     0.00000     0.00000
   -71.68492     0.00000     0.00000     0.00000
   -71.67392     0.00000     0.00000     0.00000
   -71.66292     0.00000     0.00000     0.00000
   -71.65192     0.00000     0.00000     0.00000
   -71.64092     0.00000     0.00000     0.00000
   -71.62992     0.00000     0.00000     0.00000
   -71.61892     0.00000     0.00000     0.00000
   -71.60792     0.00000     0.00000     0.00000
   -71.59692     0.00000     0.00000     0.00000
   -71.58592     0.00000     0.00000     0.00000
   -71.57492     0.00000     0.00000     0.00000
   -71.56292     0.00000     0.00000     0.00000
   -71.55192     0.00000     0.00000     0.00000
   -71.54092     0.00000     0.00000     0.00000
   -71.52992     0.00000     0.00000     0.00000
   -71.51892     0.00000     0.00000     0.00000
   -71.50792     0.00000     0.00000     0.00000
   -71.49692     0.00000     0.00000     0.00000
   -71.48592     0.00000     0.00000     0.00000
   -71.47492     0.00000     0.00000     0.00000
   -71.46392     0.00000     0.00000     0.00000
   -71.45292     0.00000     0.00000     0.00000
   -71.44192     0.00000     0.00000     0.00000
   -71.43092     0.00000     0.00000     0.00000
   -71.41992     0.00000     0.00000     0.00000
   -71.40892     0.00000     0.00000     0.00000
   -71.39792     0.00000     0.00000     0.00000
   -71.38692     0.00000     0.00000     0.00000
   -71.37592     0.00000     0.00000     0.00000
   -71.36492     0.00000     0.00000     0.00000
   -71.35392     0.00000     0.00000     0.00000
   -71.34292     0.00000     0.00000     0.00000
   -71.33192     0.00000     0.00000     0.00000
