     #Energy       W_all      Mo_all      Ti_all      Ru_all
   -75.62650     0.00000     0.00000     0.00000     0.00000
   -75.61550     0.00000     0.00000     0.00000     0.00000
   -75.60450     0.00000     0.00000     0.00000     0.00000
   -75.59350     0.00000     0.00000     0.00000     0.00000
   -75.58150     0.00000     0.00000     0.00000     0.00000
   -75.57050     0.00000     0.00000     0.00000     0.00000
   -75.55950     0.00000     0.00000     0.00000     0.00000
   -75.54850     0.00000     0.00000     0.00000     0.00000
   -75.53750     0.00000     0.00000     0.00000     0.00000
   -75.52650     0.00000     0.00000     0.00000     0.00000
   -75.51550     0.00000     0.00000     0.00000     0.00000
   -75.50450     0.00000     0.00000     0.00000     0.00000
   -75.49350     0.00000     0.00000     0.00000     0.00000
   -75.48150     0.00000     0.00000     0.00000     0.00000
   -75.47050     0.00000     0.00000     0.00000     0.00000
   -75.45950     0.00000     0.00000     0.00000     0.00000
   -75.44850     0.00000     0.00000     0.00000     0.00000
   -75.43750     0.00000     0.00000     0.00000     0.00000
   -75.42650     0.00000     0.00000     0.00000     0.00000
   -75.41550     0.00000     0.00000     0.00000     0.00000
   -75.40450     0.00000     0.00000     0.00000     0.00000
   -75.39250     0.00000     0.00000     0.00000     0.00000
   -75.38150     0.00000     0.00000     0.00000     0.00000
   -75.37050     0.00000     0.00000     0.00000     0.00000
   -75.35950     0.00000     0.00000     0.00000     0.00000
   -75.34850     0.00000     0.00000     0.00000     0.00000
   -75.33750     0.00000     0.00000     0.00000     0.00000
   -75.32650     0.00000     0.00000     0.00000     0.00000
   -75.31550     0.00000     0.00000     0.00000     0.00000
   -75.30450     0.00000     0.00000     0.00000     0.00000
   -75.29250     0.00000     0.00000     0.00000     0.00000
   -75.28150     0.00000     0.00000     0.00000     0.00000
   -75.27050     0.00000     0.00000     0.00000     0.00000
   -75.25950     0.00000     0.00000     0.00000     0.00000
   -75.24850     0.00000     0.00000     0.00000     0.00000
   -75.23750     0.00000     0.00000     0.00000     0.00000
   -75.22650     0.00000     0.00000     0.00000     0.00000
   -75.21550     0.00000     0.00000     0.00000     0.00000
   -75.20350     0.00000     0.00000     0.00000     0.00000
   -75.19250     0.00000     0.00000     0.00000     0.00000
   -75.18150     0.00000     0.00000     0.00000     0.00000
   -75.17050     0.00000     0.00000     0.00000     0.00000
   -75.15950     0.00000     0.00000     0.00000     0.00000
   -75.14850     0.00000     0.00000     0.00000     0.00000
