     #Energy       W_all      Mo_all      Ti_all
   -71.40662     0.00000     0.00000     0.00000
   -71.39562     0.00000     0.00000     0.00000
   -71.38562     0.00000     0.00000     0.00000
   -71.37462     0.00000     0.00000     0.00000
   -71.36462     0.00000     0.00000     0.00000
   -71.35362     0.00000     0.00000     0.00000
   -71.34262     0.00000     0.00000     0.00000
   -71.33262     0.00000     0.00000     0.00000
   -71.32162     0.00000     0.00000     0.00000
   -71.31162     0.00000     0.00000     0.00000
   -71.30062     0.00000     0.00000     0.00000
   -71.29062     0.00000     0.00000     0.00000
   -71.27962     0.00000     0.00000     0.00000
   -71.26862     0.00000     0.00000     0.00000
   -71.25862     0.00000     0.00000     0.00000
   -71.24762     0.00000     0.00000     0.00000
   -71.23762     0.00000     0.00000     0.00000
   -71.22662     0.00000     0.00000     0.00000
   -71.21662     0.00000     0.00000     0.00000
   -71.20562     0.00000     0.00000     0.00000
   -71.19462     0.00000     0.00000     0.00000
   -71.18462     0.00000     0.00000     0.00000
   -71.17362     0.00000     0.00000     0.00000
   -71.16362     0.00000     0.00000     0.00000
   -71.15262     0.00000     0.00000     0.00000
   -71.14262     0.00000     0.00000     0.00000
   -71.13162     0.00000     0.00000     0.00000
   -71.12062     0.00000     0.00000     0.00000
   -71.11062     0.00000     0.00000     0.00000
   -71.09962     0.00000     0.00000     0.00000
   -71.08962     0.00000     0.00000     0.00000
   -71.07862     0.00000     0.00000     0.00000
   -71.06862     0.00000     0.00000     0.00000
   -71.05762     0.00000     0.00000     0.00000
   -71.04662     0.00000     0.00000     0.00000
   -71.03662     0.00000     0.00000     0.00000
   -71.02562     0.00000     0.00000     0.00000
   -71.01562     0.00000     0.00000     0.00000
   -71.00462     0.00000     0.00000     0.00000
   -70.99462     0.00000     0.00000     0.00000
   -70.98362     0.00000     0.00000     0.00000
   -70.97262     0.00000     0.00000     0.00000
   -70.96262     0.00000     0.00000     0.00000
   -70.95162     0.00000     0.00000     0.00000
