     #Energy        Ta_s        W__s       Ta_py       W__py       Ta_pz       W__pz       Ta_px       W__px      Ta_dxy      W__dxy      Ta_dyz      W__dyz      Ta_dz2      W__dz2      Ta_dxz      W__dxz      Ta_dx2      W__dx2
     0.81587     0.10045     0.10363     0.30018     0.28437     0.29978     0.27803     0.29665     0.30902     1.25165     0.99600     1.04390     0.89744     0.20157     0.30956     1.11052     0.92862     0.20652     0.27994
     1.09887     0.05855     0.06308     0.17912     0.18259     0.17880     0.17613     0.16687     0.18409     1.22018     1.14764     1.27070     1.21212     0.29037     0.52889     1.22558     1.19750     0.29710     0.49434
     1.38187     0.20327     0.22681     0.18920     0.20029     0.18190     0.20318     0.18666     0.20004     1.55966     1.83939     1.53512     1.75161     0.48131     1.14417     1.57163     1.83938     0.50101     1.07959
     1.66387     0.19867     0.22200     0.11687     0.12839     0.11738     0.14715     0.12580     0.11667     1.75823     1.96797     1.74620     2.10832     0.73086     1.92122     1.71106     2.03863     0.76316     1.85226
     1.94687     0.25163     0.27879     0.14075     0.16296     0.13529     0.16385     0.15182     0.15199     2.06628     2.50510     2.10310     2.57990     1.02457     2.66040     2.03040     2.50320     1.00497     2.99040
     2.22987     0.20318     0.24688     0.12398     0.14408     0.13369     0.14865     0.13396     0.13689     1.94285     2.17360     2.09740     2.59690     1.19428     3.45540     2.07250     2.47720     1.10209     3.93200
     2.51187     0.17701     0.24016     0.12829     0.14711     0.12806     0.13370     0.13786     0.13861     2.10673     2.50240     1.95025     2.33643     1.56619     4.65580     1.94471     2.36370     1.37641     4.89820
     2.79487     0.20501     0.24293     0.14007     0.16295     0.14850     0.15599     0.15074     0.15800     2.22870     2.49280     2.34270     2.54410     2.12929     5.86190     2.37560     2.41010     2.17892     5.45550
     3.07787     0.21800     0.30420     0.13018     0.15781     0.13786     0.15868     0.14089     0.15332     2.38370     2.44320     2.16150     2.24453     2.75005     7.38780     2.28070     2.27760     2.57543     6.76010
     3.35987     0.18294     0.24460     0.11526     0.14351     0.10714     0.13245     0.12411     0.14050     2.02031     1.97188     1.99985     1.82221     2.94825     7.59100     2.04880     1.94715     2.50936     6.21100
     3.64287     0.02673     0.03431     0.01581     0.01966     0.01352     0.01719     0.01664     0.01973     0.24804     0.26447     0.26908     0.25963     0.42643     1.21060     0.26749     0.25790     0.38526     1.20747
     3.92487    -0.00006    -0.00008    -0.00003    -0.00004    -0.00003    -0.00004    -0.00003    -0.00004    -0.00042    -0.00055    -0.00050    -0.00051    -0.00089    -0.00307    -0.00046    -0.00049    -0.00089    -0.00313
     4.20787    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     4.49087     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.77287     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.05587     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.33887     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.62087     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.90387     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.18587     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.46887     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.75187     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     7.03387     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     7.31687     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
