     #Energy        Ta_s        V__s       Ta_py       V__py       Ta_pz       V__pz       Ta_px       V__px      Ta_dxy      V__dxy      Ta_dyz      V__dyz      Ta_dz2      V__dz2      Ta_dxz      V__dxz      Ta_dx2      V__dx2
    -0.49987     0.23538     0.26622     0.69029     0.59721     0.66941     0.63906     0.66817     0.63005     3.64500     7.27240     3.70490     7.30250     1.55021     2.98270     3.74330     7.24130     1.59090     2.86560
    -0.25587     0.29890     0.32569     0.88000     0.77204     0.86854     0.75768     0.84712     0.75463     3.78200     8.25670     3.67950     8.02740     1.49628     3.07210     3.68400     8.30490     1.53831     2.97100
    -0.01187     0.29951     0.36228     0.85052     0.71506     0.84675     0.71262     0.87921     0.68615     3.78020     8.15280     3.77510     8.45180     1.40617     3.07520     3.80670     8.18330     1.39947     2.92420
     0.23213     0.19767     0.25445     0.63330     0.50600     0.59705     0.51990     0.66031     0.48528     3.11200     6.48230     3.11750     6.44890     0.83620     1.87179     3.20980     6.25080     0.87255     1.92783
     0.47613     0.15578     0.18462     0.47260     0.41344     0.47270     0.42067     0.49285     0.38555     2.45570     5.19670     2.60690     5.34240     0.46913     1.10336     2.72790     4.98680     0.45108     1.05268
     0.72013     0.11572     0.12653     0.35806     0.31278     0.35518     0.29195     0.37100     0.29963     1.42824     2.65280     1.35797     2.60530     0.24548     0.57024     1.38348     2.43510     0.26221     0.66717
     0.96413     0.08639     0.08605     0.26960     0.23993     0.28000     0.23456     0.27463     0.22635     1.00847     1.85147     1.01434     2.03262     0.17891     0.49554     1.00032     1.94804     0.18888     0.49305
     1.20813     0.06294     0.06391     0.21110     0.19165     0.22781     0.18406     0.22269     0.18906     1.22599     2.37740     1.12719     2.46550     0.28790     0.94006     1.14743     2.51979     0.28477     0.83624
     1.45213     0.09026     0.08787     0.18750     0.16630     0.18342     0.15100     0.17833     0.16652     1.44347     3.35660     1.30064     3.17860     0.38867     1.84413     1.26115     3.20410     0.43028     1.80460
     1.69613     0.22916     0.19879     0.15222     0.13927     0.17556     0.14743     0.14954     0.15472     1.84197     4.29570     1.82840     4.58340     0.83439     4.90210     1.79546     4.92400     0.82993     5.08110
     1.94013     0.27030     0.21584     0.17313     0.16801     0.17879     0.15023     0.16552     0.16305     2.16612     5.80040     2.14728     5.85760     1.13016    10.39770     2.10740     6.09870     1.10899    10.91160
     2.18413     0.28998     0.22674     0.18580     0.17202     0.20556     0.15787     0.18060     0.16561     2.41500     6.00580     2.44710     5.43570     1.27258    17.18040     2.44000     5.87560     1.24481    14.88850
     2.42813     0.26304     0.22503     0.19136     0.17575     0.20129     0.15270     0.19112     0.17066     2.23175     4.69770     2.43779     4.82400     1.53238    13.94700     2.36663     4.60560     1.47144    16.23840
     2.67213     0.21342     0.21785     0.17238     0.14747     0.18752     0.15244     0.18101     0.15831     1.92520     3.71030     2.03388     3.60980     2.06966    10.84130     1.93149     3.53020     1.86551    10.54780
     2.91613     0.02917     0.03108     0.02547     0.02250     0.02715     0.02479     0.02651     0.02521     0.27850     0.58590     0.29645     0.50086     0.38646     1.27518     0.28179     0.49533     0.36013     1.28210
     3.16013    -0.00015    -0.00017    -0.00014    -0.00013    -0.00015    -0.00013    -0.00014    -0.00014    -0.00149    -0.00358    -0.00173    -0.00288    -0.00229    -0.00698    -0.00151    -0.00276    -0.00205    -0.00676
     3.40413    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     3.64813     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.89213     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.13613     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.37913     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.62313     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.86713     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.11113     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.35513     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.59913     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.84313     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.08713     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
