     #Energy        Mo_s        Ti_s       Mo_py       Ti_py       Mo_pz       Ti_pz       Mo_px       Ti_px      Mo_dxy      Ti_dxy      Mo_dyz      Ti_dyz      Mo_dz2      Ti_dz2      Mo_dxz      Ti_dxz      Mo_dx2      Ti_dx2
    -0.04650     0.37145     0.30520     0.57442     0.56487     0.57365     0.52351     0.58522     0.57207     3.76360     4.82840     3.50300     4.52560     1.69258     2.08059     3.39040     4.42530     1.75491     2.07995
     0.18650     0.30380     0.25926     0.51860     0.51238     0.54448     0.48806     0.59416     0.46531     2.85007     4.61350     2.43266     4.56570     1.40325     1.67912     2.42481     4.46900     1.31668     1.77567
     0.41850     0.23230     0.19138     0.46402     0.40344     0.42676     0.40758     0.47364     0.37280     1.99044     4.13660     1.96643     4.59490     0.90561     1.25382     1.92704     4.67550     0.92823     1.32534
     0.65050     0.19871     0.15655     0.39451     0.33998     0.38963     0.37382     0.40690     0.35971     1.52701     3.75849     1.60492     3.65800     0.77664     0.99644     1.69189     4.00410     0.74187     0.95380
     0.88250     0.13114     0.09651     0.28691     0.25628     0.28781     0.25800     0.26721     0.25246     1.10471     2.40101     1.23574     2.39527     0.53216     0.60792     1.21877     2.41341     0.52688     0.67878
     1.11550     0.12084     0.07790     0.23969     0.21463     0.25085     0.22231     0.25785     0.23305     1.47775     2.47790     1.58315     2.63200     0.71962     0.74078     1.53845     2.53091     0.65919     0.71494
     1.34750     0.09579     0.05818     0.19744     0.16971     0.20288     0.17480     0.19940     0.17025     1.69250     2.65750     1.73800     2.53647     0.91609     0.89229     1.57714     2.45989     0.96124     0.92975
     1.57950     0.18355     0.10744     0.20275     0.13621     0.18638     0.15755     0.19208     0.14198     2.00549     3.66330     2.14852     3.42880     1.88615     1.68908     2.03050     3.25030     1.82507     1.73004
     1.81150     0.28305     0.18829     0.22833     0.14055     0.19085     0.16132     0.21373     0.15131     2.62073     4.82580     2.66690     4.78550     3.12454     2.70660     2.83470     4.93980     3.28810     2.95020
     2.04450     0.24458     0.16438     0.17149     0.12237     0.15669     0.13419     0.17276     0.11358     2.82860     4.89150     2.67490     4.84220     4.42990     3.73600     2.69560     4.93570     4.04580     3.54950
     2.27650     0.23310     0.15012     0.15483     0.12152     0.14366     0.11795     0.16361     0.11099     2.99300     5.17010     3.01180     5.38830     6.12570     5.39740     2.99880     5.34300     6.13650     4.90140
     2.50850     0.22403     0.14579     0.14941     0.12239     0.15353     0.11803     0.14880     0.11434     3.26800     5.50210     3.04170     5.46460     7.80130     6.57070     2.94270     5.69010     7.88700     6.00640
     2.74150     0.20688     0.13408     0.12630     0.10709     0.11865     0.09568     0.12523     0.10010     2.56320     4.27580     2.55000     5.04730     7.19330     6.73180     2.61490     4.89740     9.82100     7.30630
     2.97350     0.01674     0.00976     0.00830     0.00773     0.00756     0.00638     0.00784     0.00679     0.16506     0.32012     0.17755     0.35064     0.60361     0.56678     0.20202     0.36152     0.87952     0.77246
     3.20550    -0.00012    -0.00006    -0.00005    -0.00005    -0.00005    -0.00004    -0.00005    -0.00004    -0.00101    -0.00193    -0.00114    -0.00230    -0.00376    -0.00333    -0.00126    -0.00234    -0.00547    -0.00506
     3.43750    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     3.67050     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.90250     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.13450     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.36650     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.59950     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.83150     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.06350     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.29650     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.52850     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.76050     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.99250     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
