     #Energy        Cr_s         V_s       Cr_py        V_py       Cr_pz        V_pz       Cr_px        V_px      Cr_dxy       V_dxy      Cr_dyz       V_dyz      Cr_dz2       V_dz2      Cr_dxz       V_dxz      Cr_dx2       V_dx2
    -2.33922     1.21249     1.54256     0.48375     0.37761     0.53382     0.40462     0.48185     0.37802     2.31300     1.63782     1.98610     1.33615     4.97170     3.73670     1.98618     1.33930     4.59950     3.80380
    -2.09822     0.69621     0.84897     0.37073     0.26517     0.29044     0.23560     0.36462     0.26745     2.02845     1.41778     2.58040     1.64748     2.79800     2.15590     2.58860     1.65987     2.89930     2.42820
    -1.85722     0.25122     0.29348     0.27220     0.18888     0.25637     0.21843     0.27310     0.18885     1.45469     0.97443     1.36707     0.82123     2.52940     1.98815     1.35125     0.82112     2.26220     1.98103
    -1.61622     0.09736     0.10029     0.64614     0.38083     0.56146     0.43333     0.65650     0.38553     6.90000     3.16500     7.24730     3.27870     3.58970     2.35060     7.16840     3.38520     3.66130     2.69460
    -1.37522     0.15046     0.13577     0.69195     0.54814     0.73531     0.56993     0.67926     0.54899    10.87660     6.18130    10.48110     5.89330     3.79950     3.02340    10.59890     5.83980     3.49890     2.97860
    -1.13422     0.24176     0.21750     0.60266     0.50865     0.59578     0.45610     0.60592     0.50421     8.24560     4.76710     7.71260     5.24160     3.14080     2.60150     7.69390     5.15700     3.16090     2.86870
    -0.89322     0.31020     0.29695     0.83021     0.66486     0.83819     0.63390     0.82722     0.65915     7.11330     5.04130     7.48770     5.10680     2.69260     2.26720     7.57190     5.11550     2.73270     2.29850
    -0.65222     0.38219     0.36439     0.93411     0.78041     1.04150     0.81377     0.92889     0.78650     7.65170     5.51850     7.48720     5.35760     2.95640     2.30880     7.54610     5.28890     2.88280     2.24380
    -0.41122     0.47750     0.46682     1.04206     0.90499     1.03043     0.80089     1.03843     0.90996     7.58090     6.74870     7.35130     7.06640     2.86210     2.51020     7.27800     7.04060     3.11140     2.61400
    -0.17022     0.36217     0.35049     0.76906     0.68596     0.85886     0.68479     0.76767     0.69107     5.75540     6.55650     6.05170     6.64180     2.09511     1.85248     5.91380     6.72230     2.08502     1.71721
     0.07078     0.21013     0.20283     0.56574     0.48511     0.54858     0.45909     0.56586     0.48627     3.45280     4.63710     3.89890     4.49190     1.01613     0.85239     3.98610     4.52910     1.12986     0.92081
     0.31278     0.18318     0.18285     0.48069     0.41818     0.49023     0.40631     0.48378     0.41406     2.03034     2.65666     2.00437     2.36540     0.81205     0.59808     2.00599     2.30565     0.75448     0.51597
     0.55378     0.10997     0.10894     0.33626     0.28428     0.30862     0.27027     0.33213     0.28588     1.89234     1.88652     1.95906     1.95360     0.59733     0.38392     1.93786     1.94448     0.72206     0.49201
     0.79478     0.07756     0.07176     0.30103     0.25956     0.32722     0.29459     0.30389     0.26069     2.44360     2.11081     2.44340     2.08622     1.27617     0.66458     2.40810     2.10219     1.07303     0.59917
     1.03578     0.09115     0.08012     0.27467     0.22595     0.24773     0.21844     0.27368     0.22643     3.40680     2.62612     3.36220     2.56601     2.35219     0.95670     3.42720     2.61146     2.41145     1.05303
     1.27678     0.20359     0.19232     0.25702     0.21331     0.26286     0.23058     0.26297     0.20888     4.68380     3.72610     4.93020     3.72150     5.59530     1.81128     4.92540     3.73530     6.18420     1.89452
     1.51778     0.22199     0.24484     0.25558     0.21141     0.23900     0.22566     0.26431     0.20878     5.93690     4.73760     5.73800     4.66040    11.63110     2.99960     5.76070     4.62480    11.10900     2.84660
     1.75878     0.22320     0.23794     0.21058     0.17366     0.20502     0.18578     0.21226     0.17506     5.99610     5.25810     5.41000     5.01980    17.14300     4.07190     5.32990     5.01920    13.49920     3.94170
     1.99978     0.25222     0.17127     0.19216     0.14831     0.18461     0.14966     0.18930     0.14847     4.03730     4.65810     4.41890     4.85620    12.24310     5.08090     4.38590     4.88250    15.46240     6.18070
     2.24078     0.05058     0.03163     0.03869     0.02802     0.03580     0.02703     0.03747     0.02842     0.73671     0.78491     0.73755     0.87884     1.94887     1.23911     0.75911     0.90731     3.00452     1.43809
     2.48178    -0.00030    -0.00019    -0.00023    -0.00017    -0.00021    -0.00016    -0.00022    -0.00017    -0.00450    -0.00464    -0.00418    -0.00491    -0.01146    -0.00722    -0.00436    -0.00513    -0.01680    -0.00825
     2.72278    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     2.96378     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.20478     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.44578     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.68678     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.92778     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.16978     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.41078     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.65178     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.89278     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.13378     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.37478     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
