     #Energy        Cr_s        Ti_s       Cr_py       Ti_py       Cr_pz       Ti_pz       Cr_px       Ti_px      Cr_dxy      Ti_dxy      Cr_dyz      Ti_dyz      Cr_dz2      Ti_dz2      Cr_dxz      Ti_dxz      Cr_dx2      Ti_dx2
    -1.15417     0.28202     0.23829     0.62750     0.42211     0.63686     0.45046     0.65053     0.45900    10.73400     3.48290     8.46360     2.70239     3.23160     2.49230     8.29530     3.05990     3.23820     2.10105
    -0.93917     0.29248     0.25045     0.66750     0.49475     0.64964     0.48676     0.71492     0.49444     8.51960     3.07330     8.15010     2.70020     3.03730     2.40941     8.62050     3.07180     3.00998     2.25040
    -0.72517     0.32363     0.27092     0.74541     0.58092     0.79819     0.60271     0.86435     0.59898     8.23910     3.39480     9.32450     3.15630     2.88160     2.63551     9.34740     3.30850     2.87072     2.40007
    -0.51017     0.33088     0.27342     0.78789     0.64058     0.82269     0.70020     0.80491     0.64876     7.77840     4.12380     7.97090     3.33550     2.75860     2.68372     7.37850     3.26115     2.79360     2.14646
    -0.29517     0.30235     0.27623     0.75819     0.69232     0.68975     0.68326     0.78105     0.62582     7.58870     4.44010     6.79860     3.63010     2.42220     2.77848     6.67540     4.03430     2.51880     2.16880
    -0.08117     0.27547     0.25646     0.68838     0.69138     0.64094     0.67111     0.68740     0.59734     5.84890     4.38120     5.70020     3.90050     2.21742     2.35177     5.79130     4.27390     2.34882     2.01597
     0.13383     0.21384     0.20296     0.57010     0.56203     0.55558     0.56117     0.57032     0.51074     4.32570     4.00960     4.07260     3.83580     1.83334     1.91032     3.97320     4.00420     1.97487     1.65711
     0.34883     0.21064     0.18232     0.51178     0.49516     0.50060     0.48111     0.55534     0.44773     3.84130     4.19290     3.35910     3.93020     1.68459     1.56022     3.55270     4.46440     1.72632     1.39214
     0.56283     0.17698     0.14548     0.44411     0.39108     0.42270     0.41929     0.48896     0.38404     3.09340     3.65780     2.79000     3.85980     1.45497     1.11873     3.07320     4.05730     1.39090     1.05297
     0.77783     0.15028     0.11504     0.35481     0.31736     0.33303     0.35768     0.35295     0.30735     2.85560     3.31960     2.37654     3.32424     1.64282     0.84770     2.63232     3.13200     1.47386     0.83749
     0.99283     0.16641     0.10210     0.30259     0.23249     0.29196     0.27677     0.28689     0.25787     3.38000     3.31710     3.07520     2.92327     3.27284     1.00880     3.39070     3.04590     3.51644     0.97170
     1.20683     0.25300     0.14736     0.34644     0.21354     0.30384     0.23518     0.29137     0.24792     4.11170     3.50740     4.55430     3.69520     6.91570     1.41816     4.83730     3.63470     7.67440     1.49156
     1.42183     0.34590     0.20121     0.35130     0.21893     0.29410     0.21441     0.28572     0.24897     4.43750     3.65360     6.34600     4.54940    11.32090     2.11304     5.54660     3.91360    14.88220     2.30284
     1.63683     0.34407     0.20732     0.31100     0.21191     0.27116     0.21004     0.28664     0.23173     4.94240     4.57070     4.95980     4.35590    15.61450     3.50074     4.71810     4.22390    14.47760     3.10050
     1.85083     0.37579     0.19490     0.28367     0.20911     0.28033     0.22512     0.29708     0.22978     4.72230     4.23740     4.48190     4.34610    16.64650     4.70620     4.46560     4.57220    12.43240     4.26700
     2.06583     0.33142     0.17221     0.29732     0.19888     0.27873     0.20947     0.29304     0.22274     4.03380     3.86290     3.86230     4.19580    10.49600     5.21410     3.99590     4.18810    10.47330     4.80270
     2.28083     0.05096     0.02833     0.05149     0.03099     0.04798     0.02939     0.05281     0.03820     0.69653     0.67406     0.65674     0.71625     1.36935     0.93920     0.66173     0.74643     1.36048     0.89812
     2.49483    -0.00073    -0.00042    -0.00075    -0.00045    -0.00070    -0.00041    -0.00078    -0.00055    -0.01023    -0.00978    -0.00987    -0.01065    -0.01979    -0.01410    -0.00979    -0.01125    -0.02000    -0.01406
     2.70983    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     2.92483    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     3.13883     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.35383     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.56883     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.78283     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.99783     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.21283     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.42683     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.64183     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.85683     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.07083     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
