     #Energy        Cr_s        Nb_s       Cr_py       Nb_py       Cr_pz       Nb_pz       Cr_px       Nb_px      Cr_dxy      Nb_dxy      Cr_dyz      Nb_dyz      Cr_dz2      Nb_dz2      Cr_dxz      Nb_dxz      Cr_dx2      Nb_dx2
    -0.93860     0.33929     0.26346     0.63767     0.35790     0.67693     0.32556     0.66345     0.31406     7.18940     3.20320     7.31990     3.30920     2.91910     1.39177     7.46120     3.39540     2.73650     1.40973
    -0.73260     0.45463     0.33533     0.78481     0.46512     0.79249     0.43974     0.73211     0.44648     8.14900     3.61410     7.95490     3.36670     3.31250     1.39293     8.20780     3.37590     3.12590     1.25771
    -0.52560     0.55684     0.41377     0.85232     0.57512     0.87197     0.56920     0.78083     0.61369     9.41420     4.03960     9.46590     3.89740     3.86770     1.59621     9.07860     3.86150     3.93460     1.63754
    -0.31860     0.45357     0.38748     0.70423     0.51814     0.72576     0.51478     0.66548     0.57474     8.18150     3.50780     8.91450     3.80810     2.79670     1.28916     7.93480     3.75770     3.10075     1.37638
    -0.11260     0.30394     0.27545     0.52918     0.39918     0.54977     0.37943     0.52645     0.43220     5.35580     2.38790     5.32530     2.63670     1.80134     0.82923     5.26310     2.75340     1.90963     0.80265
     0.09440     0.24443     0.23436     0.43281     0.32833     0.42131     0.30994     0.42897     0.33420     3.06960     1.58223     2.95340     1.64343     1.31834     0.58133     2.93230     1.62996     1.60937     0.61097
     0.30140     0.16107     0.15842     0.37284     0.25580     0.36785     0.28581     0.37188     0.25813     2.46150     1.28709     2.84810     1.31079     1.27093     0.47347     2.77356     1.29203     1.32701     0.45639
     0.50740     0.16196     0.15046     0.32699     0.23350     0.30285     0.23183     0.33843     0.23480     3.45310     1.56173     3.23770     1.34347     1.89122     0.51574     3.37850     1.33292     1.85542     0.49041
     0.71440     0.12728     0.11566     0.28443     0.20802     0.27275     0.20442     0.29140     0.19734     3.74630     1.39940     3.43680     1.28023     2.86980     0.53046     3.56260     1.17449     3.03940     0.57291
     0.92140     0.19834     0.14544     0.26808     0.18020     0.25918     0.18688     0.28176     0.18030     4.72490     1.79507     4.86620     1.64518     6.46530     0.73853     5.12950     1.61660     6.99470     0.76023
     1.12740     0.29074     0.24043     0.29327     0.18858     0.32190     0.19681     0.30172     0.18516     5.99450     2.18536     6.57400     2.25720    13.14120     0.98304     6.66270     2.21912    13.04520     1.08687
     1.33440     0.31590     0.23585     0.29526     0.18199     0.30494     0.19132     0.28203     0.18428     5.67340     2.55413     5.58700     2.49789    16.37290     1.17407     5.79570     2.40796    15.42430     1.26273
     1.54140     0.35288     0.21652     0.33526     0.19150     0.29974     0.19680     0.28526     0.19610     5.20250     2.63732     4.55750     2.52790    14.61020     1.74517     4.70210     2.60440    13.75420     1.51480
     1.74840     0.36628     0.20841     0.32920     0.18898     0.32296     0.22105     0.32018     0.19453     4.46670     2.52630     4.07710     2.57940    10.64490     2.31897     4.05380     2.66070    10.70150     1.99152
     1.95440     0.33607     0.19907     0.35251     0.21160     0.34693     0.23772     0.36640     0.21517     3.90900     2.56190     3.67600     2.65240     8.46410     2.74112     3.53460     2.58780     8.37360     2.34957
     2.16140     0.05227     0.03289     0.06086     0.03966     0.06393     0.04077     0.06746     0.03690     0.75726     0.51238     0.63651     0.49421     1.30576     0.56279     0.66374     0.49870     1.15695     0.48809
     2.36840    -0.00093    -0.00059    -0.00104    -0.00068    -0.00112    -0.00070    -0.00116    -0.00063    -0.01417    -0.00935    -0.01173    -0.00899    -0.02380    -0.01036    -0.01210    -0.00912    -0.02069    -0.00908
     2.57440    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     2.78140    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     2.98840     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.19440     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.40140     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.60840     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.81440     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.02140     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.22840     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.43540     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.64140     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.84840     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
