     #Energy        Mo_s        Nb_s       Mo_py       Nb_py       Mo_pz       Nb_pz       Mo_px       Nb_px      Mo_dxy      Nb_dxy      Mo_dyz      Nb_dyz      Mo_dz2      Nb_dz2      Mo_dxz      Nb_dxz      Mo_dx2      Nb_dx2
    -1.24313     0.32803     0.21795     0.25365     0.20113     0.26813     0.20462     0.25147     0.20452     3.80360     2.83460     4.24120     2.57680     1.68289     1.37548     4.28900     2.52983     1.65092     1.40800
    -1.00713     0.47533     0.31336     0.41980     0.33004     0.42445     0.32024     0.41845     0.33769     4.34380     2.98770     4.65740     2.81980     1.77481     1.31173     4.60980     2.77450     1.69664     1.14050
    -0.77213     0.72600     0.47698     0.66556     0.54462     0.68067     0.51282     0.64500     0.53986     6.41320     3.99260     5.84580     3.86240     2.39700     1.63251     5.81900     3.85640     2.68360     1.77575
    -0.53613     0.64580     0.48458     0.67422     0.54205     0.68976     0.54421     0.67660     0.54870     5.40060     4.57170     5.22410     4.70810     2.40810     1.86264     5.10690     4.60490     2.28820     1.76780
    -0.30113     0.46637     0.35320     0.50592     0.41486     0.50712     0.41244     0.51481     0.41186     3.80920     3.71680     3.87830     3.95730     1.34442     1.16862     3.66010     3.97160     1.49972     1.24524
    -0.06513     0.32326     0.24738     0.39106     0.31763     0.37687     0.33042     0.39555     0.31421     1.72746     1.86112     1.90220     1.96353     1.06087     0.85100     1.88738     2.09549     0.98994     0.68097
     0.16987     0.26999     0.21079     0.35069     0.28432     0.33883     0.28793     0.34974     0.28615     1.55851     1.63135     1.55365     1.49516     0.73884     0.56526     1.53792     1.60336     0.95383     0.68016
     0.40587     0.16418     0.12142     0.25062     0.19999     0.25868     0.22769     0.24891     0.20062     1.34046     1.15453     1.33318     1.23100     0.70145     0.45616     1.35521     1.25362     0.55513     0.36537
     0.64087     0.19090     0.14288     0.29077     0.23004     0.26639     0.23627     0.29284     0.23338     1.98941     1.56595     1.94792     1.54734     0.98801     0.67866     1.99282     1.57170     0.92475     0.56952
     0.87687     0.11701     0.08643     0.22052     0.17901     0.20756     0.18181     0.21985     0.17748     1.75336     1.09691     1.52475     1.15826     0.84169     0.47170     1.47909     1.10942     0.85267     0.54922
     1.11187     0.12761     0.07625     0.20426     0.16315     0.19242     0.16011     0.20643     0.16060     2.34852     1.65084     2.37580     1.73887     1.51464     0.78918     2.42250     1.69769     1.48573     0.80092
     1.34687     0.28333     0.18586     0.24123     0.16669     0.24040     0.19871     0.24154     0.17446     2.49002     2.05697     2.41132     2.09552     2.53370     1.16782     2.41272     2.09266     2.34897     1.16107
     1.58287     0.27391     0.19896     0.24164     0.15657     0.20118     0.15951     0.22405     0.15788     2.95270     2.81580     3.37140     2.91830     3.38770     1.57927     3.37950     2.85680     4.15450     1.65092
     1.81787     0.23327     0.16735     0.19958     0.13611     0.18927     0.14582     0.19300     0.13545     2.97080     2.96490     3.05220     2.78730     4.74830     2.02255     3.21270     2.81000     4.93940     1.79971
     2.05387     0.24195     0.15822     0.19387     0.13320     0.18812     0.13067     0.19177     0.13154     3.05630     3.16630     3.20760     3.02390     6.38840     2.61246     3.30210     2.97610     6.83000     2.54125
     2.28887     0.23214     0.13219     0.15442     0.10351     0.14718     0.09606     0.15303     0.10442     3.11830     3.25170     2.88950     2.93960     7.77250     2.83970     3.04690     2.89040     7.26090     2.61127
     2.52487     0.29334     0.12992     0.14429     0.09638     0.16471     0.09795     0.14138     0.09336     2.75990     3.13760     2.86040     3.05590     9.03810     3.20515     2.75660     3.09660     8.78230     3.11540
     2.75987     0.29175     0.12086     0.13823     0.09091     0.14147     0.08450     0.13755     0.09485     2.65570     2.83360     2.58260     2.81920     9.99450     5.04870     2.44650     2.77050     8.92050     4.44045
     2.99587     0.32296     0.11920     0.14488     0.09879     0.14267     0.08825     0.15272     0.09884     2.24930     2.48290     2.13544     2.56920     9.70760     5.21580     2.12664     2.55490     9.71040     5.45420
     3.23087     0.39175     0.13454     0.15117     0.11290     0.17851     0.12576     0.14510     0.12182     2.36405     2.40574     2.28499     2.68370     7.77940     5.59180     2.29246     2.77900     6.95220     5.75940
     3.46687     0.21649     0.14576     0.09319     0.07349     0.10904     0.08028     0.09334     0.06938     1.73091     1.73131     1.61236     1.66380     4.02500     4.85090     1.65816     1.67589     3.58270     5.83350
     3.70187     0.02486     0.02153     0.01049     0.00712     0.01119     0.00893     0.01108     0.00789     0.16219     0.17792     0.19386     0.19009     0.40751     0.65749     0.20155     0.19238     0.41601     0.96884
     3.93787    -0.00021    -0.00018    -0.00008    -0.00006    -0.00009    -0.00007    -0.00009    -0.00006    -0.00123    -0.00147    -0.00161    -0.00155    -0.00338    -0.00574    -0.00163    -0.00159    -0.00336    -0.00808
     4.17287    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     4.40787     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.64387     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.87887     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.11487     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.34987     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.58587     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.82087     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.05687     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.29187     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.52787     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.76287     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
