     #Energy        Cr_s        Mo_s       Cr_py       Mo_py       Cr_pz       Mo_pz       Cr_px       Mo_px      Cr_dxy      Mo_dxy      Cr_dyz      Mo_dyz      Cr_dz2      Mo_dz2      Cr_dxz      Mo_dxz      Cr_dx2      Mo_dx2
    -0.42507     0.16003     0.17744     0.32786     0.29824     0.34103     0.33368     0.32293     0.29549     2.30760     1.20298     2.45900     1.24084     0.93993     0.55147     2.45110     1.23117     0.89054     0.43715
    -0.19407     0.17548     0.21447     0.35130     0.32093     0.34082     0.31331     0.34974     0.31904     2.83750     1.53696     2.96480     1.49556     1.31449     0.75485     2.96160     1.50225     1.40677     0.67332
     0.03793     0.10525     0.12205     0.28256     0.24047     0.24305     0.23714     0.28079     0.24006     3.17970     1.70612     2.89590     1.46616     1.65985     0.71266     2.90830     1.47451     1.74778     0.74158
     0.26893     0.17892     0.17230     0.26241     0.22574     0.26236     0.22993     0.26490     0.22480     4.24970     2.03969     4.39240     2.26830     3.46920     1.16971     4.48560     2.24614     3.44310     1.11473
     0.49993     0.25760     0.30588     0.28857     0.24706     0.28772     0.27740     0.29651     0.24464     5.75390     2.76450     6.09520     2.84600     7.16370     1.89166     6.17550     2.87620     7.95110     1.85545
     0.73093     0.24048     0.27734     0.25246     0.20979     0.23958     0.21982     0.25572     0.21065     6.76010     3.04720     6.37640     2.88190    13.05000     2.33820     6.52300     2.86920    12.54020     2.17735
     0.96193     0.25144     0.22309     0.24572     0.20610     0.24066     0.21466     0.24283     0.20023     6.47320     3.19850     6.10460     3.02160    16.55320     2.96390     6.06330     2.94770    14.59350     2.75867
     1.19393     0.30974     0.20221     0.22504     0.17487     0.21609     0.18474     0.22460     0.18053     4.93960     2.91670     5.22660     2.97280    14.89050     3.97510     4.67100     2.87820    16.72110     3.47430
     1.42493     0.30728     0.21259     0.28821     0.21532     0.26701     0.22324     0.28506     0.21495     4.46960     2.72880     4.27960     2.71640    12.99950     5.25550     4.11570     2.86000    12.12850     4.51780
     1.65593     0.21043     0.22204     0.19521     0.15583     0.18345     0.15326     0.19069     0.14937     4.39980     2.39130     4.41170     2.73470     6.47450     5.21510     4.49510     2.87650     7.13390     6.66100
     1.88693     0.20753     0.24867     0.16534     0.13472     0.16404     0.13605     0.17157     0.13412     4.42850     2.39835     4.11920     2.71150     4.84201     5.56915     4.38940     2.76290     4.63690     7.02270
     2.11793     0.05006     0.05599     0.03499     0.02742     0.03712     0.02696     0.03508     0.02662     0.96525     0.50175     0.90608     0.54889     0.94200     1.31590     0.95722     0.58485     0.76017     1.42882
     2.34993    -0.00052    -0.00056    -0.00035    -0.00028    -0.00039    -0.00028    -0.00036    -0.00027    -0.00984    -0.00498    -0.00919    -0.00560    -0.00916    -0.01347    -0.00996    -0.00593    -0.00766    -0.01484
     2.58093    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     2.81193     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.04293     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.27393     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.50593     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.73693     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.96793     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.19893     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.42993     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.66193     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.89293     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.12393     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
