     #Energy        Ta_s        Zr_s       Ta_py       Zr_py       Ta_pz       Zr_pz       Ta_px       Zr_px      Ta_dxy      Zr_dxy      Ta_dyz      Zr_dyz      Ta_dz2      Zr_dz2      Ta_dxz      Zr_dxz      Ta_dx2      Zr_dx2
     0.42356     0.24279     0.25422     0.53705     0.41743     0.57237     0.39900     0.55792     0.51946     2.98440     3.83230     3.63650     3.96320     1.01083     1.67211     3.27960     4.13670     1.00852     1.84302
     0.61156     0.20852     0.21390     0.47829     0.37351     0.51910     0.35067     0.48651     0.46621     2.83670     3.98320     3.36330     4.16590     0.73465     1.46190     3.05500     4.04880     0.76400     1.48361
     0.80056     0.17984     0.17704     0.41606     0.34698     0.43960     0.29058     0.42921     0.38640     2.36560     3.48980     2.91320     3.76960     0.51734     1.05247     2.50296     3.48170     0.56723     0.98489
     0.98856     0.14279     0.14146     0.32125     0.26414     0.34387     0.23302     0.33312     0.26807     2.05068     2.97360     1.78247     2.49056     0.34759     0.63454     2.15016     2.91310     0.41104     0.60927
     1.17656     0.11240     0.09780     0.26795     0.21271     0.28031     0.21712     0.28440     0.22041     1.41893     2.04214     1.16078     1.57398     0.28564     0.41515     1.44654     2.01363     0.31901     0.43101
     1.36456     0.11997     0.09988     0.17824     0.17356     0.20386     0.14324     0.20297     0.15078     0.95668     1.49948     0.96773     1.34332     0.33366     0.39886     0.96670     1.42222     0.29243     0.35917
     1.55256     0.12094     0.08188     0.16386     0.13361     0.19717     0.11685     0.17684     0.11315     1.10524     1.68004     1.09900     1.68437     0.60164     0.61857     1.12343     1.54894     0.54737     0.58969
     1.74156     0.23082     0.14801     0.17247     0.08552     0.18172     0.11438     0.14110     0.08274     1.50808     2.24587     1.51489     2.27585     1.07941     1.11678     1.56133     2.05171     0.93775     0.93421
     1.92956     0.21447     0.14587     0.15294     0.07215     0.17898     0.10901     0.15279     0.07669     1.79269     2.50080     1.69124     2.24173     1.54157     1.61378     1.70499     2.17526     1.21502     1.33271
     2.11756     0.24794     0.16922     0.16335     0.08812     0.21381     0.12478     0.18643     0.09347     2.23527     3.03080     1.85908     2.58520     2.34600     2.51223     1.91970     2.48850     1.66662     1.87336
     2.30556     0.23264     0.15395     0.16713     0.08770     0.21070     0.12189     0.19566     0.08498     2.38390     2.87360     2.06049     2.80200     2.83764     2.99592     2.05199     2.56190     1.96805     2.40737
     2.49456     0.23109     0.15266     0.16302     0.08574     0.20523     0.11681     0.19490     0.08103     2.37860     2.52650     1.94359     2.47053     3.12804     3.23320     1.99730     2.62380     2.23422     2.57470
     2.68256     0.19423     0.11831     0.14196     0.07285     0.17686     0.09994     0.16930     0.06866     2.09081     2.08755     1.84240     2.24340     3.13852     3.14410     1.82590     2.32130     2.35127     2.72879
     2.87056     0.07771     0.04372     0.06521     0.03352     0.07085     0.03538     0.07678     0.02801     0.80451     0.77300     0.70767     0.82294     1.37794     1.11441     0.77491     0.96519     1.13163     1.14371
     3.05856     0.00306     0.00209     0.00313     0.00129     0.00422     0.00133     0.00462     0.00141     0.05091     0.03697     0.04223     0.05212     0.07883     0.05165     0.04667     0.04732     0.08911     0.06016
     3.24656    -0.00011    -0.00007    -0.00011    -0.00005    -0.00014    -0.00005    -0.00015    -0.00005    -0.00171    -0.00125    -0.00142    -0.00180    -0.00249    -0.00179    -0.00152    -0.00158    -0.00286    -0.00219
     3.43556    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     3.62356    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     3.81156     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.99956     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.18856     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.37656     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.56456     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.75256     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.94056     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.12956     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.31756     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.50556     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
