     #Energy        Mo_s         W_s       Mo_py        W_py       Mo_pz        W_pz       Mo_px        W_px      Mo_dxy       W_dxy      Mo_dyz       W_dyz      Mo_dz2       W_dz2      Mo_dxz       W_dxz      Mo_dx2       W_dx2
    -0.18695     0.10131     0.09170     0.22951     0.28402     0.24828     0.29542     0.23201     0.28589     1.43150     1.17925     1.46015     1.16308     0.70626     0.49160     1.46922     1.15232     0.69247     0.51401
     0.09505     0.10520     0.09910     0.21080     0.27833     0.19226     0.23353     0.21101     0.27959     2.13042     1.56855     1.87207     1.41223     0.86190     0.55399     1.84589     1.40850     0.78790     0.52024
     0.37705     0.27126     0.27219     0.21683     0.25718     0.25077     0.28579     0.21390     0.25689     2.43930     1.95549     2.68590     2.15970     1.89687     1.13836     2.67560     2.18180     1.87254     1.20108
     0.65905     0.24186     0.24623     0.19380     0.23091     0.17467     0.21356     0.19098     0.23350     2.78280     2.25820     2.91060     2.21870     2.59950     1.45092     2.90050     2.24440     2.65420     1.52954
     0.94105     0.21193     0.21543     0.18379     0.21216     0.18106     0.22885     0.18301     0.21200     3.06230     2.42920     2.91520     2.32890     3.53960     1.88501     2.92160     2.33670     3.38940     1.72711
     1.22305     0.19760     0.20028     0.12022     0.14863     0.11446     0.15660     0.12073     0.14805     3.10310     2.47810     3.15800     2.53630     5.14510     2.56410     3.15580     2.51560     5.26370     2.58520
     1.50505     0.18004     0.20755     0.12799     0.16183     0.12023     0.15639     0.12734     0.16251     3.37990     2.71200     3.32920     2.72510     6.63770     3.22770     3.39610     2.70450     6.15270     3.18610
     1.78705     0.19471     0.24554     0.11634     0.15100     0.12428     0.15923     0.11652     0.15152     3.04180     2.69570     2.92330     2.65330     7.90510     3.74880     2.95070     2.64450     7.88990     3.65920
     2.06905     0.16208     0.19051     0.09953     0.12443     0.09343     0.10640     0.09959     0.12300     2.40620     2.35190     2.58460     2.42270     7.85650     4.27130     2.57010     2.38620     9.45760     5.09390
     2.35105     0.16823     0.18829     0.09776     0.12218     0.09798     0.12094     0.09990     0.12376     2.11880     1.98179     2.25610     2.19720     9.02660     5.72110     2.23430     2.20320     9.21620     5.54990
     2.63305     0.25928     0.31305     0.08826     0.11580     0.10384     0.13469     0.08709     0.11791     2.35400     1.97592     2.00260     1.73292    10.02770     8.48900     1.97884     1.74628     8.54550     6.71390
     2.91505     0.03392     0.05475     0.00985     0.01263     0.01256     0.01599     0.01008     0.01277     0.21062     0.19267     0.18709     0.15469     1.36332     1.42054     0.17482     0.15135     0.80620     1.27475
     3.19705    -0.00008    -0.00013    -0.00002    -0.00003    -0.00003    -0.00004    -0.00002    -0.00003    -0.00038    -0.00038    -0.00038    -0.00030    -0.00348    -0.00347    -0.00039    -0.00034    -0.00158    -0.00306
     3.47905    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     3.76105     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.04305     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.32505     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.60805     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.89005     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.17205     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.45405     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.73605     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.01805     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.30005     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.58205     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
