     #Energy        Cr_s        Ta_s       Cr_py       Ta_py       Cr_pz       Ta_pz       Cr_px       Ta_px      Cr_dxy      Ta_dxy      Cr_dyz      Ta_dyz      Cr_dz2      Ta_dz2      Cr_dxz      Ta_dxz      Cr_dx2      Ta_dx2
    -0.67810     0.41367     0.34314     0.78343     0.80496     0.84523     0.77663     0.81737     0.81356     9.62570     3.48490     9.06960     3.20150     3.20720     1.51583     9.37010     3.23760     3.33110     1.44089
    -0.51310     0.41909     0.34861     0.74554     0.86674     0.79652     0.78549     0.77622     0.84905     9.33740     3.52000     8.69590     3.35320     3.29170     1.60693     9.50800     3.46310     3.07950     1.51391
    -0.34710     0.37785     0.32337     0.66204     0.80174     0.70338     0.72157     0.67887     0.77508     7.98080     3.14550     7.25770     3.18490     2.55170     1.35748     8.38010     3.28040     2.76520     1.55611
    -0.18210     0.30968     0.26489     0.56455     0.69528     0.61741     0.62172     0.61321     0.61979     7.34080     2.95910     6.33790     2.97760     2.03560     1.00290     7.08980     3.10470     1.91692     1.10507
    -0.01610     0.20379     0.18508     0.48038     0.50356     0.47988     0.49422     0.48470     0.42566     4.98540     2.23725     4.48030     2.47584     1.42558     0.64437     4.83340     2.40287     1.29321     0.62604
     0.14990     0.18154     0.16328     0.43019     0.42732     0.43254     0.44052     0.43744     0.38952     3.16790     1.57079     3.26230     2.00583     1.12506     0.44824     3.51470     1.83060     1.00829     0.41247
     0.31490     0.14961     0.14220     0.34736     0.33908     0.34662     0.35592     0.35244     0.33173     1.90808     1.02974     2.23264     1.38162     0.94595     0.36427     2.12676     1.06124     0.86433     0.34613
     0.48090     0.13260     0.12737     0.34401     0.33268     0.31606     0.34033     0.35167     0.34072     2.44972     1.09452     2.52443     1.27396     1.09940     0.33774     2.70242     1.08085     1.28097     0.44137
     0.64590     0.11906     0.09648     0.25860     0.23053     0.24906     0.23970     0.26630     0.25508     3.23090     1.41587     3.20420     1.35956     1.76473     0.38937     2.97257     1.22659     1.48084     0.39296
     0.81190     0.13610     0.09413     0.27204     0.23584     0.25029     0.25999     0.21480     0.20240     3.61650     1.38516     3.50100     1.19507     3.16149     0.47346     3.12690     1.26252     2.59126     0.46350
     0.97690     0.24364     0.15076     0.24654     0.21068     0.24868     0.22654     0.26997     0.20008     4.21230     1.62623     4.73770     1.44832     6.10570     0.60127     4.51870     1.73696     6.28740     0.64849
     1.14290     0.35296     0.22933     0.26012     0.20741     0.26355     0.23133     0.33575     0.22248     5.06690     2.07583     5.37050     1.81974    10.85720     0.77514     5.15880     2.16380    10.04320     0.81715
     1.30790     0.39808     0.26171     0.29880     0.23513     0.31019     0.25938     0.37393     0.25786     5.53600     2.43351     5.57260     2.27695    14.61970     1.00119     5.26800     2.51350    14.42460     0.98811
     1.47390     0.46937     0.27510     0.28995     0.23982     0.32017     0.28589     0.37278     0.28362     4.87370     2.43072     5.42580     2.69380    15.92470     1.34818     4.74610     2.69568    17.79170     1.21888
     1.63890     0.48687     0.26487     0.31473     0.27537     0.31512     0.27641     0.35643     0.29191     4.44300     2.37144     4.65900     2.56880    15.26040     1.96325     4.30640     2.46068    15.84970     1.74195
     1.80490     0.47062     0.23649     0.32170     0.27106     0.34049     0.27385     0.33807     0.26405     4.04800     2.14737     3.88830     2.34958    12.02920     2.28413     4.10180     2.14905    12.12730     2.18878
     1.96990     0.42044     0.21907     0.35286     0.27105     0.35834     0.26119     0.32739     0.23664     3.46350     2.09996     3.51210     2.32159     9.40450     2.43215     3.77170     2.04038     9.65810     2.61013
     2.13590     0.28521     0.15914     0.27839     0.20691     0.29344     0.17618     0.23912     0.16946     2.32519     1.71079     2.53152     1.67673     6.58800     2.08261     2.53040     1.60443     6.52270     2.29343
     2.30090     0.03098     0.01702     0.03542     0.02392     0.03601     0.01572     0.02451     0.01654     0.28072     0.21197     0.30537     0.20433     0.77489     0.29936     0.28969     0.20435     0.63272     0.30072
     2.46690    -0.00152    -0.00083    -0.00167    -0.00115    -0.00171    -0.00081    -0.00121    -0.00083    -0.01324    -0.01001    -0.01444    -0.00970    -0.03727    -0.01367    -0.01394    -0.00959    -0.03192    -0.01403
     2.63190    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00002    -0.00001    -0.00002    -0.00001    -0.00004    -0.00002    -0.00002    -0.00001    -0.00004    -0.00002
     2.79790    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     2.96290    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     3.12890     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.29490     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.45990     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.62590     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.79090     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.95690     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.12190     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.28790     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.45290     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
