     #Energy        Mo_s        Ta_s       Mo_py       Ta_py       Mo_pz       Ta_pz       Mo_px       Ta_px      Mo_dxy      Ta_dxy      Mo_dyz      Ta_dyz      Mo_dz2      Ta_dz2      Mo_dxz      Ta_dxz      Mo_dx2      Ta_dx2
     0.84615     0.08008     0.06156     0.16041     0.18382     0.17765     0.19405     0.16382     0.18240     1.63887     1.17633     1.66934     1.21042     0.81160     0.36923     1.63330     1.14402     0.65261     0.35038
     1.08015     0.13144     0.10162     0.24086     0.28086     0.24197     0.29410     0.24972     0.27443     2.16902     1.18654     1.81440     1.13234     1.14486     0.41692     1.82623     1.12644     1.01506     0.40708
     1.31315     0.20628     0.19069     0.17790     0.19398     0.17737     0.18792     0.17961     0.19066     2.34500     1.52642     2.44000     1.61158     2.20393     0.71919     2.46400     1.66062     2.12569     0.72666
     1.54615     0.24086     0.22504     0.18050     0.18592     0.18627     0.19799     0.17157     0.18562     2.52510     1.77655     2.83160     1.87930     3.07972     0.82684     2.71562     1.83023     3.41356     0.89157
     1.78015     0.25421     0.25765     0.20109     0.19038     0.18643     0.19517     0.19463     0.19846     3.14830     2.30737     3.21680     2.26387     4.57990     1.13061     3.23170     2.25500     5.07690     1.11763
     2.01315     0.23946     0.24087     0.14771     0.14177     0.13989     0.14481     0.14485     0.14435     3.00460     2.29947     3.17830     2.42588     6.33690     1.31111     3.05380     2.37600     6.57160     1.29566
     2.24615     0.25901     0.23361     0.15557     0.15025     0.14792     0.15623     0.15601     0.15580     3.09640     2.66689     2.95835     2.58380     8.13500     1.52379     2.93233     2.60743     7.39360     1.49891
     2.48015     0.24905     0.21936     0.14347     0.14148     0.14580     0.14341     0.14493     0.14649     2.55940     2.51814     2.66000     2.53725     7.20410     1.70932     2.67190     2.52845     8.06720     1.85517
     2.71315     0.29403     0.20969     0.14946     0.14706     0.16688     0.14434     0.14877     0.14651     2.31728     2.76456     2.34280     2.36534     8.98130     2.23981     2.48460     2.48239     7.46530     2.36085
     2.94615     0.27500     0.17216     0.14851     0.14640     0.14879     0.12705     0.13791     0.14519     2.13394     2.32065     1.93122     2.13135     7.59980     2.92202     2.07995     2.23277     7.98330     2.73461
     3.18015     0.03119     0.01797     0.01831     0.01771     0.01707     0.01432     0.01823     0.01904     0.24506     0.26120     0.21439     0.24495     0.90337     0.39693     0.22586     0.23947     1.02272     0.33126
     3.41315    -0.00021    -0.00012    -0.00014    -0.00013    -0.00012    -0.00010    -0.00014    -0.00015    -0.00187    -0.00196    -0.00162    -0.00186    -0.00640    -0.00303    -0.00170    -0.00181    -0.00732    -0.00245
     3.64615    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     3.88015     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.11315     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.34715     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.58015     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.81315     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.04715     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.28015     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.51315     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.74715     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.98015     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.21315     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
